"","GROUP","value","concept","variable","siteid","obs_value"
"1292","SEVERE_NO_ARDS_18_49",,"elix","Drug abuse","site_04",10
"1293","SEVERE_NO_ARDS_18_49",,"elix","Psychoses","site_04",10
"1294","SEVERE_NO_ARDS_18_49",,"elix","Depression","site_04",10
"1295","SEVERE_NO_ARDS_18_49",,"elix","Cancer","site_04",10
"1296","SEVERE_NO_ARDS_sup_49",,"elix","Congestive heart failure","site_04",10
"1297","SEVERE_NO_ARDS_sup_49",,"elix","Cardiac arrhythmia","site_04",10
"1298","SEVERE_NO_ARDS_sup_49",,"elix","Valvular disease","site_04",10
"1299","SEVERE_NO_ARDS_sup_49",,"elix","Pulmonary circulation disorder","site_04",10
"1300","SEVERE_NO_ARDS_sup_49",,"elix","Peripheral vascular disease","site_04",10
"1301","SEVERE_NO_ARDS_sup_49",,"elix","Hypertension","site_04",10
"1302","SEVERE_NO_ARDS_sup_49",,"elix","Paralysis","site_04",10
"1303","SEVERE_NO_ARDS_sup_49",,"elix","Other neurological disorders","site_04",10
"1304","SEVERE_NO_ARDS_sup_49",,"elix","Chronic pulmonary disease","site_04",10
"1305","SEVERE_NO_ARDS_sup_49",,"elix","Diabetes,","site_04",10
"1306","SEVERE_NO_ARDS_sup_49",,"elix","Hypothyroidism","site_04",10
"1307","SEVERE_NO_ARDS_sup_49",,"elix","Renal failure","site_04",10
"1308","SEVERE_NO_ARDS_sup_49",,"elix","Liver disease","site_04",10
"1309","SEVERE_NO_ARDS_sup_49",,"elix","Peptic ulcer disease","site_04",10
"1310","SEVERE_NO_ARDS_sup_49",,"elix","AIDS/HIV","site_04",10
"1311","SEVERE_NO_ARDS_sup_49",,"elix","Lymphoma","site_04",10
"1312","SEVERE_NO_ARDS_sup_49",,"elix","Metastatic cancer","site_04",10
"1313","SEVERE_NO_ARDS_sup_49",,"elix","Solid tumor without metastasis","site_04",10
"1314","SEVERE_NO_ARDS_sup_49",,"elix","Rheumatoid arthritis","site_04",10
"1315","SEVERE_NO_ARDS_sup_49",,"elix","Coagulopathy","site_04",10
"1316","SEVERE_NO_ARDS_sup_49",,"elix","Obesity","site_04",10
"1317","SEVERE_NO_ARDS_sup_49",,"elix","Weight loss","site_04",10
"1318","SEVERE_NO_ARDS_sup_49",,"elix","Fluid/electrolyte disorders","site_04",10
"1319","SEVERE_NO_ARDS_sup_49",,"elix","Blood loss anemia","site_04",10
"1320","SEVERE_NO_ARDS_sup_49",,"elix","Deficiency anemia","site_04",10
"1321","SEVERE_NO_ARDS_sup_49",,"elix","Alcohol abuse","site_04",10
"1322","SEVERE_NO_ARDS_sup_49",,"elix","Drug abuse","site_04",10
"1323","SEVERE_NO_ARDS_sup_49",,"elix","Psychoses","site_04",10
"1324","SEVERE_NO_ARDS_sup_49",,"elix","Depression","site_04",10
"1325","SEVERE_NO_ARDS_sup_49",,"elix","Cancer","site_04",10
"1326","ARDS_18_49",20,"elix","Congestive heart failure","site_05",10
"1327","ARDS_18_49",137,"elix","Cardiac arrhythmia","site_05",10
"1328","ARDS_18_49",21,"elix","Valvular disease","site_05",10
"1329","ARDS_18_49",21,"elix","Pulmonary circulation disorder","site_05",10
"1330","ARDS_18_49",,"elix","Peripheral vascular disease","site_05",10
"1331","ARDS_18_49",57,"elix","Hypertension","site_05",10
"1332","ARDS_18_49",11,"elix","Paralysis","site_05",10
"1333","ARDS_18_49",35,"elix","Other neurological disorders","site_05",10
"1334","ARDS_18_49",35,"elix","Chronic pulmonary disease","site_05",10
"1335","ARDS_18_49",45,"elix","Diabetes,","site_05",10
"1336","ARDS_18_49",,"elix","Hypothyroidism","site_05",10
"1337","ARDS_18_49",12,"elix","Renal failure","site_05",10
"1338","ARDS_18_49",46,"elix","Liver disease","site_05",10
"1339","ARDS_18_49",,"elix","Peptic ulcer disease","site_05",10
"1340","ARDS_18_49",,"elix","AIDS/HIV","site_05",10
"1341","ARDS_18_49",,"elix","Lymphoma","site_05",10
"1342","ARDS_18_49",,"elix","Metastatic cancer","site_05",10
"1343","ARDS_18_49",,"elix","Solid tumor without metastasis","site_05",10
"1344","ARDS_18_49",,"elix","Rheumatoid arthritis","site_05",10
"1345","ARDS_18_49",63,"elix","Coagulopathy","site_05",10
"1346","ARDS_18_49",69,"elix","Obesity","site_05",10
"1347","ARDS_18_49",59,"elix","Weight loss","site_05",10
"1348","ARDS_18_49",117,"elix","Fluid/electrolyte disorders","site_05",10
"1349","ARDS_18_49",14,"elix","Blood loss anemia","site_05",10
"1350","ARDS_18_49",20,"elix","Deficiency anemia","site_05",10
"1351","ARDS_18_49",10,"elix","Alcohol abuse","site_05",10
"1352","ARDS_18_49",20,"elix","Drug abuse","site_05",10
"1353","ARDS_18_49",13,"elix","Psychoses","site_05",10
"1354","ARDS_18_49",54,"elix","Depression","site_05",10
"1355","ARDS_18_49",,"elix","Cancer","site_05",10
"1356","ARDS_sup_49",221,"elix","Congestive heart failure","site_05",10
"1357","ARDS_sup_49",564,"elix","Cardiac arrhythmia","site_05",10
"1358","ARDS_sup_49",157,"elix","Valvular disease","site_05",10
"1359","ARDS_sup_49",94,"elix","Pulmonary circulation disorder","site_05",10
"1360","ARDS_sup_49",96,"elix","Peripheral vascular disease","site_05",10
"1361","ARDS_sup_49",471,"elix","Hypertension","site_05",10
"1362","ARDS_sup_49",40,"elix","Paralysis","site_05",10
"1363","ARDS_sup_49",216,"elix","Other neurological disorders","site_05",10
"1364","ARDS_sup_49",181,"elix","Chronic pulmonary disease","site_05",10
"1365","ARDS_sup_49",328,"elix","Diabetes,","site_05",10
"1366","ARDS_sup_49",89,"elix","Hypothyroidism","site_05",10
"1367","ARDS_sup_49",206,"elix","Renal failure","site_05",10
"1368","ARDS_sup_49",133,"elix","Liver disease","site_05",10
"1369","ARDS_sup_49",18,"elix","Peptic ulcer disease","site_05",10
"1370","ARDS_sup_49",,"elix","AIDS/HIV","site_05",10
"1371","ARDS_sup_49",19,"elix","Lymphoma","site_05",10
"1372","ARDS_sup_49",17,"elix","Metastatic cancer","site_05",10
"1373","ARDS_sup_49",60,"elix","Solid tumor without metastasis","site_05",10
"1374","ARDS_sup_49",45,"elix","Rheumatoid arthritis","site_05",10
"1375","ARDS_sup_49",247,"elix","Coagulopathy","site_05",10
"1376","ARDS_sup_49",202,"elix","Obesity","site_05",10
"1377","ARDS_sup_49",277,"elix","Weight loss","site_05",10
"1378","ARDS_sup_49",519,"elix","Fluid/electrolyte disorders","site_05",10
"1379","ARDS_sup_49",60,"elix","Blood loss anemia","site_05",10
"1380","ARDS_sup_49",79,"elix","Deficiency anemia","site_05",10
"1381","ARDS_sup_49",26,"elix","Alcohol abuse","site_05",10
"1382","ARDS_sup_49",31,"elix","Drug abuse","site_05",10
"1383","ARDS_sup_49",42,"elix","Psychoses","site_05",10
"1384","ARDS_sup_49",218,"elix","Depression","site_05",10
"1385","ARDS_sup_49",77,"elix","Cancer","site_05",10
"1386","NO_SEVERE_18_49",26,"elix","Congestive heart failure","site_05",10
"1387","NO_SEVERE_18_49",476,"elix","Cardiac arrhythmia","site_05",10
"1388","NO_SEVERE_18_49",17,"elix","Valvular disease","site_05",10
"1389","NO_SEVERE_18_49",25,"elix","Pulmonary circulation disorder","site_05",10
"1390","NO_SEVERE_18_49",,"elix","Peripheral vascular disease","site_05",10
"1391","NO_SEVERE_18_49",180,"elix","Hypertension","site_05",10
"1392","NO_SEVERE_18_49",16,"elix","Paralysis","site_05",10
"1393","NO_SEVERE_18_49",71,"elix","Other neurological disorders","site_05",10
"1394","NO_SEVERE_18_49",141,"elix","Chronic pulmonary disease","site_05",10
"1395","NO_SEVERE_18_49",123,"elix","Diabetes,","site_05",10
"1396","NO_SEVERE_18_49",56,"elix","Hypothyroidism","site_05",10
"1397","NO_SEVERE_18_49",33,"elix","Renal failure","site_05",10
"1398","NO_SEVERE_18_49",88,"elix","Liver disease","site_05",10
"1399","NO_SEVERE_18_49",,"elix","Peptic ulcer disease","site_05",10
"1400","NO_SEVERE_18_49",,"elix","AIDS/HIV","site_05",10
"1401","NO_SEVERE_18_49",,"elix","Lymphoma","site_05",10
"1402","NO_SEVERE_18_49",,"elix","Metastatic cancer","site_05",10
"1403","NO_SEVERE_18_49",22,"elix","Solid tumor without metastasis","site_05",10
"1404","NO_SEVERE_18_49",16,"elix","Rheumatoid arthritis","site_05",10
"1405","NO_SEVERE_18_49",50,"elix","Coagulopathy","site_05",10
"1406","NO_SEVERE_18_49",276,"elix","Obesity","site_05",10
"1407","NO_SEVERE_18_49",62,"elix","Weight loss","site_05",10
"1408","NO_SEVERE_18_49",231,"elix","Fluid/electrolyte disorders","site_05",10
"1409","NO_SEVERE_18_49",50,"elix","Blood loss anemia","site_05",10
"1410","NO_SEVERE_18_49",54,"elix","Deficiency anemia","site_05",10
"1411","NO_SEVERE_18_49",66,"elix","Alcohol abuse","site_05",10
"1412","NO_SEVERE_18_49",82,"elix","Drug abuse","site_05",10
"1413","NO_SEVERE_18_49",59,"elix","Psychoses","site_05",10
"1414","NO_SEVERE_18_49",292,"elix","Depression","site_05",10
"1415","NO_SEVERE_18_49",25,"elix","Cancer","site_05",10
"1416","NO_SEVERE_sup_49",722,"elix","Congestive heart failure","site_05",10
"1417","NO_SEVERE_sup_49",1485,"elix","Cardiac arrhythmia","site_05",10
"1418","NO_SEVERE_sup_49",454,"elix","Valvular disease","site_05",10
"1419","NO_SEVERE_sup_49",171,"elix","Pulmonary circulation disorder","site_05",10
"1420","NO_SEVERE_sup_49",286,"elix","Peripheral vascular disease","site_05",10
"1421","NO_SEVERE_sup_49",1595,"elix","Hypertension","site_05",10
"1422","NO_SEVERE_sup_49",62,"elix","Paralysis","site_05",10
"1423","NO_SEVERE_sup_49",435,"elix","Other neurological disorders","site_05",10
"1424","NO_SEVERE_sup_49",625,"elix","Chronic pulmonary disease","site_05",10
"1425","NO_SEVERE_sup_49",830,"elix","Diabetes,","site_05",10
"1426","NO_SEVERE_sup_49",312,"elix","Hypothyroidism","site_05",10
"1427","NO_SEVERE_sup_49",608,"elix","Renal failure","site_05",10
"1428","NO_SEVERE_sup_49",222,"elix","Liver disease","site_05",10
"1429","NO_SEVERE_sup_49",40,"elix","Peptic ulcer disease","site_05",10
"1430","NO_SEVERE_sup_49",,"elix","AIDS/HIV","site_05",10
"1431","NO_SEVERE_sup_49",52,"elix","Lymphoma","site_05",10
"1432","NO_SEVERE_sup_49",66,"elix","Metastatic cancer","site_05",10
"1433","NO_SEVERE_sup_49",282,"elix","Solid tumor without metastasis","site_05",10
"1434","NO_SEVERE_sup_49",139,"elix","Rheumatoid arthritis","site_05",10
"1435","NO_SEVERE_sup_49",251,"elix","Coagulopathy","site_05",10
"1436","NO_SEVERE_sup_49",488,"elix","Obesity","site_05",10
"1437","NO_SEVERE_sup_49",406,"elix","Weight loss","site_05",10
"1438","NO_SEVERE_sup_49",1009,"elix","Fluid/electrolyte disorders","site_05",10
"1439","NO_SEVERE_sup_49",184,"elix","Blood loss anemia","site_05",10
"1440","NO_SEVERE_sup_49",216,"elix","Deficiency anemia","site_05",10
"1441","NO_SEVERE_sup_49",114,"elix","Alcohol abuse","site_05",10
"1442","NO_SEVERE_sup_49",90,"elix","Drug abuse","site_05",10
"1443","NO_SEVERE_sup_49",146,"elix","Psychoses","site_05",10
"1444","NO_SEVERE_sup_49",830,"elix","Depression","site_05",10
"1445","NO_SEVERE_sup_49",318,"elix","Cancer","site_05",10
"1446","SEVERE_NO_ARDS_18_49",20,"elix","Congestive heart failure","site_05",10
"1447","SEVERE_NO_ARDS_18_49",124,"elix","Cardiac arrhythmia","site_05",10
"1448","SEVERE_NO_ARDS_18_49",20,"elix","Valvular disease","site_05",10
"1449","SEVERE_NO_ARDS_18_49",12,"elix","Pulmonary circulation disorder","site_05",10
"1450","SEVERE_NO_ARDS_18_49",15,"elix","Peripheral vascular disease","site_05",10
"1451","SEVERE_NO_ARDS_18_49",56,"elix","Hypertension","site_05",10
"1452","SEVERE_NO_ARDS_18_49",13,"elix","Paralysis","site_05",10
"1453","SEVERE_NO_ARDS_18_49",46,"elix","Other neurological disorders","site_05",10
"1454","SEVERE_NO_ARDS_18_49",47,"elix","Chronic pulmonary disease","site_05",10
"1455","SEVERE_NO_ARDS_18_49",38,"elix","Diabetes,","site_05",10
"1456","SEVERE_NO_ARDS_18_49",16,"elix","Hypothyroidism","site_05",10
"1457","SEVERE_NO_ARDS_18_49",24,"elix","Renal failure","site_05",10
"1458","SEVERE_NO_ARDS_18_49",37,"elix","Liver disease","site_05",10
"1459","SEVERE_NO_ARDS_18_49",,"elix","Peptic ulcer disease","site_05",10
"1460","SEVERE_NO_ARDS_18_49",,"elix","AIDS/HIV","site_05",10
"1461","SEVERE_NO_ARDS_18_49",,"elix","Lymphoma","site_05",10
"1462","SEVERE_NO_ARDS_18_49",12,"elix","Metastatic cancer","site_05",10
"1463","SEVERE_NO_ARDS_18_49",18,"elix","Solid tumor without metastasis","site_05",10
"1464","SEVERE_NO_ARDS_18_49",14,"elix","Rheumatoid arthritis","site_05",10
"1465","SEVERE_NO_ARDS_18_49",34,"elix","Coagulopathy","site_05",10
"1466","SEVERE_NO_ARDS_18_49",64,"elix","Obesity","site_05",10
"1467","SEVERE_NO_ARDS_18_49",39,"elix","Weight loss","site_05",10
"1468","SEVERE_NO_ARDS_18_49",75,"elix","Fluid/electrolyte disorders","site_05",10
"1469","SEVERE_NO_ARDS_18_49",29,"elix","Blood loss anemia","site_05",10
"1470","SEVERE_NO_ARDS_18_49",32,"elix","Deficiency anemia","site_05",10
"1471","SEVERE_NO_ARDS_18_49",22,"elix","Alcohol abuse","site_05",10
"1472","SEVERE_NO_ARDS_18_49",42,"elix","Drug abuse","site_05",10
"1473","SEVERE_NO_ARDS_18_49",26,"elix","Psychoses","site_05",10
"1474","SEVERE_NO_ARDS_18_49",108,"elix","Depression","site_05",10
"1475","SEVERE_NO_ARDS_18_49",24,"elix","Cancer","site_05",10
"1476","SEVERE_NO_ARDS_sup_49",287,"elix","Congestive heart failure","site_05",10
"1477","SEVERE_NO_ARDS_sup_49",508,"elix","Cardiac arrhythmia","site_05",10
"1478","SEVERE_NO_ARDS_sup_49",212,"elix","Valvular disease","site_05",10
"1479","SEVERE_NO_ARDS_sup_49",82,"elix","Pulmonary circulation disorder","site_05",10
"1480","SEVERE_NO_ARDS_sup_49",144,"elix","Peripheral vascular disease","site_05",10
"1481","SEVERE_NO_ARDS_sup_49",502,"elix","Hypertension","site_05",10
"1482","SEVERE_NO_ARDS_sup_49",45,"elix","Paralysis","site_05",10
"1483","SEVERE_NO_ARDS_sup_49",205,"elix","Other neurological disorders","site_05",10
"1484","SEVERE_NO_ARDS_sup_49",231,"elix","Chronic pulmonary disease","site_05",10
"1485","SEVERE_NO_ARDS_sup_49",279,"elix","Diabetes,","site_05",10
"1486","SEVERE_NO_ARDS_sup_49",108,"elix","Hypothyroidism","site_05",10
"1487","SEVERE_NO_ARDS_sup_49",233,"elix","Renal failure","site_05",10
"1488","SEVERE_NO_ARDS_sup_49",100,"elix","Liver disease","site_05",10
"1489","SEVERE_NO_ARDS_sup_49",29,"elix","Peptic ulcer disease","site_05",10
"1490","SEVERE_NO_ARDS_sup_49",,"elix","AIDS/HIV","site_05",10
"1491","SEVERE_NO_ARDS_sup_49",18,"elix","Lymphoma","site_05",10
"1492","SEVERE_NO_ARDS_sup_49",50,"elix","Metastatic cancer","site_05",10
"1493","SEVERE_NO_ARDS_sup_49",127,"elix","Solid tumor without metastasis","site_05",10
"1494","SEVERE_NO_ARDS_sup_49",62,"elix","Rheumatoid arthritis","site_05",10
"1495","SEVERE_NO_ARDS_sup_49",139,"elix","Coagulopathy","site_05",10
"1496","SEVERE_NO_ARDS_sup_49",191,"elix","Obesity","site_05",10
"1497","SEVERE_NO_ARDS_sup_49",176,"elix","Weight loss","site_05",10
"1498","SEVERE_NO_ARDS_sup_49",384,"elix","Fluid/electrolyte disorders","site_05",10
"1499","SEVERE_NO_ARDS_sup_49",101,"elix","Blood loss anemia","site_05",10
"1500","SEVERE_NO_ARDS_sup_49",113,"elix","Deficiency anemia","site_05",10
"1501","SEVERE_NO_ARDS_sup_49",56,"elix","Alcohol abuse","site_05",10
"1502","SEVERE_NO_ARDS_sup_49",34,"elix","Drug abuse","site_05",10
"1503","SEVERE_NO_ARDS_sup_49",55,"elix","Psychoses","site_05",10
"1504","SEVERE_NO_ARDS_sup_49",324,"elix","Depression","site_05",10
"1505","SEVERE_NO_ARDS_sup_49",146,"elix","Cancer","site_05",10
"1506","ARDS_18_49",27,"elix","Congestive heart failure","site_06",3
"1507","ARDS_18_49",93,"elix","Cardiac arrhythmia","site_06",3
"1508","ARDS_18_49",27,"elix","Valvular disease","site_06",3
"1509","ARDS_18_49",15,"elix","Pulmonary circulation disorder","site_06",3
"1510","ARDS_18_49",3,"elix","Peripheral vascular disease","site_06",3
"1511","ARDS_18_49",44,"elix","Hypertension","site_06",3
"1512","ARDS_18_49",6,"elix","Paralysis","site_06",3
"1513","ARDS_18_49",44,"elix","Other neurological disorders","site_06",3
"1514","ARDS_18_49",30,"elix","Chronic pulmonary disease","site_06",3
"1515","ARDS_18_49",54,"elix","Diabetes,","site_06",3
"1516","ARDS_18_49",7,"elix","Hypothyroidism","site_06",3
"1517","ARDS_18_49",14,"elix","Renal failure","site_06",3
"1518","ARDS_18_49",30,"elix","Liver disease","site_06",3
"1519","ARDS_18_49",3,"elix","Peptic ulcer disease","site_06",3
"1520","ARDS_18_49",,"elix","AIDS/HIV","site_06",3
"1521","ARDS_18_49",,"elix","Lymphoma","site_06",3
"1522","ARDS_18_49",,"elix","Metastatic cancer","site_06",3
"1523","ARDS_18_49",3,"elix","Solid tumor without metastasis","site_06",3
"1524","ARDS_18_49",,"elix","Rheumatoid arthritis","site_06",3
"1525","ARDS_18_49",28,"elix","Coagulopathy","site_06",3
"1526","ARDS_18_49",65,"elix","Obesity","site_06",3
"1527","ARDS_18_49",16,"elix","Weight loss","site_06",3
"1528","ARDS_18_49",93,"elix","Fluid/electrolyte disorders","site_06",3
"1529","ARDS_18_49",13,"elix","Blood loss anemia","site_06",3
"1530","ARDS_18_49",13,"elix","Deficiency anemia","site_06",3
"1531","ARDS_18_49",6,"elix","Alcohol abuse","site_06",3
"1532","ARDS_18_49",4,"elix","Drug abuse","site_06",3
"1533","ARDS_18_49",3,"elix","Psychoses","site_06",3
"1534","ARDS_18_49",33,"elix","Depression","site_06",3
"1535","ARDS_18_49",4,"elix","Cancer","site_06",3
"1536","ARDS_sup_49",167,"elix","Congestive heart failure","site_06",3
"1537","ARDS_sup_49",364,"elix","Cardiac arrhythmia","site_06",3
"1538","ARDS_sup_49",194,"elix","Valvular disease","site_06",3
"1539","ARDS_sup_49",68,"elix","Pulmonary circulation disorder","site_06",3
"1540","ARDS_sup_49",76,"elix","Peripheral vascular disease","site_06",3
"1541","ARDS_sup_49",279,"elix","Hypertension","site_06",3
"1542","ARDS_sup_49",10,"elix","Paralysis","site_06",3
"1543","ARDS_sup_49",188,"elix","Other neurological disorders","site_06",3
"1544","ARDS_sup_49",139,"elix","Chronic pulmonary disease","site_06",3
"1545","ARDS_sup_49",228,"elix","Diabetes,","site_06",3
"1546","ARDS_sup_49",47,"elix","Hypothyroidism","site_06",3
"1547","ARDS_sup_49",132,"elix","Renal failure","site_06",3
"1548","ARDS_sup_49",66,"elix","Liver disease","site_06",3
"1549","ARDS_sup_49",15,"elix","Peptic ulcer disease","site_06",3
"1550","ARDS_sup_49",,"elix","AIDS/HIV","site_06",3
"1551","ARDS_sup_49",13,"elix","Lymphoma","site_06",3
"1552","ARDS_sup_49",8,"elix","Metastatic cancer","site_06",3
"1553","ARDS_sup_49",43,"elix","Solid tumor without metastasis","site_06",3
"1554","ARDS_sup_49",23,"elix","Rheumatoid arthritis","site_06",3
"1555","ARDS_sup_49",103,"elix","Coagulopathy","site_06",3
"1556","ARDS_sup_49",115,"elix","Obesity","site_06",3
"1557","ARDS_sup_49",116,"elix","Weight loss","site_06",3
"1558","ARDS_sup_49",317,"elix","Fluid/electrolyte disorders","site_06",3
"1559","ARDS_sup_49",53,"elix","Blood loss anemia","site_06",3
"1560","ARDS_sup_49",60,"elix","Deficiency anemia","site_06",3
"1561","ARDS_sup_49",9,"elix","Alcohol abuse","site_06",3
"1562","ARDS_sup_49",,"elix","Drug abuse","site_06",3
"1563","ARDS_sup_49",7,"elix","Psychoses","site_06",3
"1564","ARDS_sup_49",100,"elix","Depression","site_06",3
"1565","ARDS_sup_49",53,"elix","Cancer","site_06",3
"1566","NO_SEVERE_18_49",71,"elix","Congestive heart failure","site_06",3
"1567","NO_SEVERE_18_49",283,"elix","Cardiac arrhythmia","site_06",3
"1568","NO_SEVERE_18_49",46,"elix","Valvular disease","site_06",3
"1569","NO_SEVERE_18_49",54,"elix","Pulmonary circulation disorder","site_06",3
"1570","NO_SEVERE_18_49",22,"elix","Peripheral vascular disease","site_06",3
"1571","NO_SEVERE_18_49",231,"elix","Hypertension","site_06",3
"1572","NO_SEVERE_18_49",17,"elix","Paralysis","site_06",3
"1573","NO_SEVERE_18_49",75,"elix","Other neurological disorders","site_06",3
"1574","NO_SEVERE_18_49",162,"elix","Chronic pulmonary disease","site_06",3
"1575","NO_SEVERE_18_49",253,"elix","Diabetes,","site_06",3
"1576","NO_SEVERE_18_49",65,"elix","Hypothyroidism","site_06",3
"1577","NO_SEVERE_18_49",78,"elix","Renal failure","site_06",3
"1578","NO_SEVERE_18_49",78,"elix","Liver disease","site_06",3
"1579","NO_SEVERE_18_49",,"elix","Peptic ulcer disease","site_06",3
"1580","NO_SEVERE_18_49",10,"elix","AIDS/HIV","site_06",3
"1581","NO_SEVERE_18_49",7,"elix","Lymphoma","site_06",3
"1582","NO_SEVERE_18_49",10,"elix","Metastatic cancer","site_06",3
"1583","NO_SEVERE_18_49",16,"elix","Solid tumor without metastasis","site_06",3
"1584","NO_SEVERE_18_49",36,"elix","Rheumatoid arthritis","site_06",3
"1585","NO_SEVERE_18_49",72,"elix","Coagulopathy","site_06",3
"1586","NO_SEVERE_18_49",231,"elix","Obesity","site_06",3
"1587","NO_SEVERE_18_49",40,"elix","Weight loss","site_06",3
"1588","NO_SEVERE_18_49",320,"elix","Fluid/electrolyte disorders","site_06",3
"1589","NO_SEVERE_18_49",81,"elix","Blood loss anemia","site_06",3
"1590","NO_SEVERE_18_49",87,"elix","Deficiency anemia","site_06",3
"1591","NO_SEVERE_18_49",39,"elix","Alcohol abuse","site_06",3
"1592","NO_SEVERE_18_49",42,"elix","Drug abuse","site_06",3
"1593","NO_SEVERE_18_49",44,"elix","Psychoses","site_06",3
"1594","NO_SEVERE_18_49",198,"elix","Depression","site_06",3
"1595","NO_SEVERE_18_49",24,"elix","Cancer","site_06",3
"1596","NO_SEVERE_sup_49",992,"elix","Congestive heart failure","site_06",3
"1597","NO_SEVERE_sup_49",1448,"elix","Cardiac arrhythmia","site_06",3
"1598","NO_SEVERE_sup_49",643,"elix","Valvular disease","site_06",3
"1599","NO_SEVERE_sup_49",263,"elix","Pulmonary circulation disorder","site_06",3
"1600","NO_SEVERE_sup_49",319,"elix","Peripheral vascular disease","site_06",3
